Name,Japanese Name,Romanized Name,Official English Name,Debut,Affiliations,Occupations,Status,Birthday,Japanese VA,Funi English VA,Residence,Epithet,Age,Height,Blood Type,Bounty,Odex English VA,4Kids English VA,Origin,Alias,Real name,English Name,Type,Meaning,Size,Weight,First Appearance.1,Age at Death,Zombie Number,First appearance,Region,Gladiator Number,Features,Literal Meaning,Captain,Total Bounty,CP9 key,Affiliation,Completion Date,Affiliates
Surume,スルメ,Surume,Surume,Chapter 604; Episode 524[1],Straw Hat Pirates[2]; New Fish-Man Pirates (defected)[3],Pet; Slave (former),Alive,June 9th[4],,,North Pole (formerly)[5],,120[7],,S[7],,,,North Blue (North Pole)[7],,,,,,300 m (984')[6],,,,,,,,,,,,,,,
Sweet Pea,スイトピー,Suitopī,Sweetpea,Chapter 514; Episode 408[1],Kuja; Kuja Pirates,Warrior (Former);[1] Pirate[2],Alive,January 14th[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T Bone,Tボーン,Tī Bōn,T-Bone,Chapter 365; Episode 255[1],Marines[2],Marine Rear Admiral;[3] Marine Captain (promoted)[1] Knight (former)[2],Alive,September 10th[7],,,,,51 (debut)[5]53 (after timeskip)[6],"200 cm (6'6¾"""")[6]",X[6],,,,Grand Line[6],,,,,,,,,,,,,,,,,,,,,
Tabuhachiro,たぶ八郎,Tabuhachirō,N/A,Chapter 920; Episode 911[1],Kozuki Family[1]; Ninja-Pirate-Mink-Samurai Alliance[2],,Alive,,,,Wano Country[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tacos,タコス,Takosu,Taco,Chapter 905; Episode 882[1],,King of the Shishano Kingdom[1],Alive,December 9th[2],,,Shishano Kingdom[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takao,高尾,Takao,N/A,Chapter 927; Episode 921[1],Komurasaki[2],Kamuro[2],Alive,,,,Wano Country (Flower Capital),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Take,タケ,Take,N/A,Chapter 75;[1] Episode 33[2],Arlong Pirates[1],Pirate;[1] Commander of Parties[3],Alive,August 21st[4],,,,,,,,,,,"Grand Line (Ryugu Kingdom, Fish-Man Island)[4]",,,,,,,,,,,,,,,,,,,,,
Tama,タマ,Tama,Tama,Chapter 909; Episode 890[1],Oide,Pet,Alive,,,,Sphinx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tama,お玉,O-Tama,Otama,Chapter 911; Episode 893[1],,Kunoichi in training; Kasa weaver,Alive,March 3rd[3],,,"Amigasa Village, Kuri, Wano Country[1]",,8[2],"108 cm (3'6"")[3]",F[3],,,,,,,,,,,,,,,,,,,,,,,,,
Tamachibi,タマチビ,Tamachibi,"Tamachibi (Funimation),Tama (Viz)",Chapter 134; Episode 81[1],Stool Restaurant[1][2],,Alive,June 17th[3],,,"Cocoa Weed, Drum Island[1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamago,タマゴ,Tamago,Tamago,Chapter 651; Episode 570[1],Big Mom Pirates[1],Combatant;[1] Broker,Alive,May 14th[3],,,Whole Cake Island,,46[2],"301 cm (9'10"")[2]",XF[2],,,,Grand Line[2],,,,,,,,,,,,,,,,,,,,,
Tamagon,タマゴン,Tamagon,Tamagon,Chapter 325; Episode 231[1],Franky Family[1]; Galley-La Company[2],Dismantler; Bounty Hunter[1],Alive,,,,Water 7[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamanegi,たまねぎ,Tamanegi,Onion,Chapter 23; Episode 9[1],Usopp Pirates (disbanded)[1],Pretend Pirate (formerly),Alive,April 10th[2],,,,,9 (debut) 11 (after timeskip)[2],"124 cm (4'1"")[2]",S[2],,,,,,,,,,,,,,,,,,,,,,,,,
Tank Lepanto,タンク・レパント,Tanku Repanto,Tank Lepant (FUNimation),Chapter 706; Episode 636[1],Riku Family,Army Commander (Viz: Military Captain)[2],Alive,November 28th[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tansui,タンスイ,Tansui,Tansui,Chapter 197 cover page;[1] Episode 387[2],Macro Pirates;[1] Sun Pirates (former)[3],Pirate; Slave trader[2],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tararan,タララン,Tararan,"Taralan (Viz Manga), Tararan (Funimation dub)",Chapter 452; Episode 346[1],Thriller Bark Pirates[1],General Zombie;[1] Commander of the Spider Mice,Deceased,,,,Thriller Bark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taro,タロウ,Tarō,Taro,Chapter 0; Episode 0[1],Roger Pirates,Pirate,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taroimo,タロイモ,Taroimo,Taroimo,Chapter 523; Episode 418[1],Karakuri Island,Cyborg animal; Pet,Alive,October 16th[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tashigi,たしぎ,Tashigi,Tashigi,Chapter 96; Episode 48[1],Marines; G-5 Unit 01[2]; Loguetown Marine Base (former)[3],Captain;[2] Ensign[4] (former); Master Chief Petty Officer[3] (former),Alive,October 6th[7],,,Loguetown (former),,21 (debut)[5]23 (after timeskip)[6],"170 cm (5'7"")[5]",S[8],,,,East Blue[8],,,,,,,,,,,,,,,,,,,,,
Tate,テート,Tēto,N/A,Chapter 234; Episode 151[1],Whitebeard Pirates[1],Nurse[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tea IV,ティー4世,Tī Yonsei,N/A,Chapter 823; Episode 777[1],Levely[2],King[2],Alive,,,,Eigis Kingdom[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tegata Ringana,テガタ・リンガナ,Tegata Ringana,Needa Hand,Chapter 785; Episode 727[1],,Doctor[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tenjo-Sagari,天井下り,Tenjō-Sagari,Tenjo-Sagari,"Chapter 980, Episode 986[1]",Beasts Pirates[1],Gifter,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tensei,テンセイ,Tensei,Tensei,Chapter 1054[1],Marines[1],Director of Marine Criminal Investigative Service[1],Alive,,,,,,,,,,,,,"""Kurouma"" (黒馬, Kurouma?, literally meaning ""Black Horse"")",,,,,,,,,,,,,,,,,,,,
Terracotta,テラコッタ,Terakotta,Terracotta,Chapter 213; Episode 128[1],Arabasta kingdom[1],Royal Head Chef; Royal Seamstress[1],Alive,September 25th[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry,テリー,Terī,N/A,Chapter 223; Episode 146[1],,Bartender[1],Alive,,,,Mock Town[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Gilteo,テリー・ギルテオ,Terī Giruteo,N/A,Chapter 440; Episode 324[1],Revolutionary Army[1],Revolutionary Army Intelligence Controller[2],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teru,テル,Teru,Teru,N/A,,Carpenter[1],Alive,,,,Cocoyasi Village[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetsu,テツ,Tetsu,N/A,Chapter 948; Episode 947[1],Ninja-Pirate-Mink-Samurai Alliance[2],Prisoner (former)[1],Alive,,,,Flower Capital (Wano Country) (former)[3],,Over 41[3],,,,,,,,,,,,,,,,,,,,,,,,,,,
Thalassa Lucas,タラッサ・ルーカス,Tarassa Rūkasu,N/A,Chapter 142; Episode 91[1],Ilisia Kingdom,King (former),Unknown,July 27th[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thatch,サッチ,Satchi,Thatch,Chapter 440; Episode 325[1],Whitebeard Pirates[1],4th Division Commander; Pirate;[1] Cook[2],Deceased,March 24th[3],,,,,,,,,,,North Blue[4],,,,,,,,,,,,,,,,,,,,,
Tibany,ティバニー,Tibanī,Tibbany[1]Elizabeth (Anime),Chapter 543 (cover);[2] Episode 419[3],Kamabakka Kingdom,Okama,Alive,June 19th[4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilestone,タイルストン,Tairusuton,Tilestone,Chapter 323; Episode 230[1],Galley-La Company[1],Dock One Foreman[2]; Shipwright[1],Alive,January 6th[4],,,Water 7,,33 (debut)35 (after timeskip)[3],"255 cm (8'4"")[3]",S[3],,,,Grand Line (Water 7)[3],,,,,,,,,,,,,,,,,,,,,
Togare,トガレ,Togare,Togare,Chapter 628; Episode 548[1],Neutral civilian,,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokijiro,時ジロー,Tokijirō,Tokijiro,Chapter 929; Episode 922[1],,,Alive,,,,Wano Country (Flower Capital),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokikake,トキカケ,Tokikake,Tokikake,SBS Volume 75;[1] Movie 13;[2]Chapter 907; Episode 887[3],Marines[1],Vice Admiral[1],Alive,,,,,,,,,,,,,"Chaton (茶豚, Chaton?, literally meaning ""Brown Pig"")[1]",,,,,,,,,,,,,,,,,,,,
Toko,トコ,Toko,Toko,Chapter 927; Episode 920[1],"Kozuki Hiyori, Shimotsuki Family",Kamuro[1],Alive,October 5th[2],,,,,6[2],"89 cm (2'11"")[2]",F[2],,,,,,,,,,,,,,,,,,,,,,,,,
Tom,トム,Tomu,Tom,Chapter 352; Episode 248[1],Tom's Workers[1],Shipwright[1],Deceased,March 16th[3],,,Water 7; Fish-Man Island (former),,,"296 cm (9'8"")[2]",F[2],,,,Grand Line (Fish-Man Island)[2],,,,,,,,,67[2],,,,,,,,,,,,
Tomato Gang,トマトギャング,Tomato Gyangu,Tomato Gang,Chapter 179[1],Easter egg,Debt Collector,Alive,,,,,,38 (debut)[2]40 (after timeskip)[3],,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonjit,トンジット,Tonjitto,Tonjit,Chapter 304; Episode 207[1],Nomads,"Nomad, Stilt walker",Alive,October 2nd[3],,,,,61 (debut)63 (after timeskip)[2],"110 cm (3'10"")[2]",F[2],,,,Grand Line (Long Ring Long Land)[2],,,,,,,,,,,,,,,,,,,,,
Tony Tony Chopper,トニートニー・チョッパー,Tonī Tonī Choppā,Tony Tony Chopper,Chapter 134; Episode 81[1],"Straw Hat Pirates; Straw Hat Grand Fleet; Foxy Pirates (former, temporary);Ninja-Pirate-Mink-Samurai Alliance (disbanded)","Doctor, Pirate, one of the Nine Senior Officers[2]",Alive,December 24th[10],,,"Sakura Kingdom (former);Torino Kingdom (former, temporary)",,15 (debut)[8] 17 (after timeskip)[9][3],"90 cm (2'11½"") (hybrid form)[3]",X[11],,,,Grand Line (Drum Island)[3],"""Chopa-emon""[4] (チョッパえもん, Choppaemon?, English versions: Chopperemon)[5][6]",,,,,,,,,,,,,,,,,,,,
Tori,トリ,Tori,N/A,Chapter 925; Episode 917[1],Blackbeard Pirates,,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toto,トト,Toto,"Toto (FUNimation),Toh-Toh (Viz),Tu-tu (4Kids)",Chapter 163; Episode 100[1],Koza,Yuba villager,Alive,June 17th[2],,,"Yuba, Arabasta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toyama Tsujigiro,遠山辻ギロー,Tōyama Tsujigirō,N/A,Chapter 909; Episode 892[1],,Magistrate[1],Unknown,,,,Wano Country (Flower Capital),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trafalgar D. Water Law,トラファルガー・D（ディー）・ワーテル・ロー,Torafarugā Dī Wāteru Rō,Trafalgar D. Water Law,Chapter 498; Episode 392[1],Heart Pirates;[1] Ninja-Pirate-Mink-Samurai Alliance (disbanded); Seven Warlords of the Sea[2] (former);[3][4] Donquixote Pirates (defected)[5],Pirate; Captain;[1] Doctor;[6] Warlord of the Sea (former),Alive,October 6th[9][10],,,Flevance (former);[7] Spider Miles (former),,24 (debut)[8]26 (after timeskip)[2],"191 cm (6'3½"") (debut, after timeskip)[8]",F[11],,,,North Blue,,,,,,,,,,,,,,,,,,,,,
Trafalgar Lami,トラファルガー・ラミ,Torafarugā Rami,Lammy,Chapter 762; Episode 701[1],,,Deceased,,,,Flevance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trebol,トレーボル,Torēboru,Trebol,Chapter 700; Episode 629[1],Donquixote Pirates[1],Pirate Executive Officer;[1] Staff Officer; Sugar's Bodyguard,Alive,March 18th[3],,,Spider Miles (former)Dressrosa (former),,49[2],"349 cm (11'5"")[4]",F[4],,,,North Blue[4],,,,,,,,,,,,,,,,,,,,,
Tristan,トリスタン,Torisutan,Tristan,Chapter 795; Episode 739[1],Mokomo Dukedom; Ninja-Pirate-Mink-Samurai Alliance,Nurse,Alive,,,,Zou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tritobu,トリトブー,Toritobū,N/A,Chapter 906; Episode 884[1],Levely[1],Prince[1],Alive,,,,Nagagutsu Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsugaru Umi,津軽うみ,Tsugaru Umi,N/A,Chapter 909; Episode 892[1],Nico Robin,Geisha Master[1],Alive,,,,Wano Country (Flower Capital),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsukimi,ツキミ,Tsukimi,Tsukimi,Chapter 448 cover[1],Moon[1],Scientist[1],Deceased,August 15th[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsumegeri Guards,ツメゲリ部隊,Tsumegeri Butai,Kicking Claw Force; Elite Alabastian Royal Guards[1],Chapter 196; Episode 120[1],Arabasta Kingdom[1],Guards[1],Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsunagoro,綱ゴロー,Tsunagorō,Tsunagoro,Chapter 947; Episode 946[1],,Yakuza boss; Prisoner (former)[2]; Samurai,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsunokkov,ツノッコフ,Tsunokkofu,Antlerkov[1],Chapter 537; Episode 438[2],Newkama Land (former),"Dancer, Prisoner of the Great Prison (former)",Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsuru,つる,Tsuru,Tsuru,Chapter 234; Episode 151[1],Marines[1],Vice Admiral[1],Alive,March 26th[4],,,,,74 (debut)76 (after timeskip)[3],204 cm (6’8”)[2],X[2],,,,North Blue[2],,,,,,,,,,,,,,,,,,,,,
Tsurue Monnosuke,鶴江もんの助,Tsurue Monnosuke,N/A,Chapter 933; Episode 928[1],,Machi-bugyō[2],Alive,,,,Wano Country (Flower Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsurujo,鶴女,Tsurujo,Otsuru,Chapter 912; Episode 897[1],,Tea House Owner;[2] Waitress (Former)[3],Alive,September 15[4],,,"Okobore Town, Kuri, Wano Country[2]",,55[4],"191 cm (6'3"")[4]",F[4],,,,,,,,,,,,,,,,,,,,,,,,,
Turco,トルコ,Toruko,Turk[1],Chapter 598; Episode 517[2],Fake Straw Hat Crew[2],Pirate[2],Unknown,October 29th[3],,,,,45[3],"258 cm (8'5"")[3]",X[3],,,,,,,,,,,,,,,,,,,,,,,,,
Tyrannosaurus,ティラノサウルス,Tiranosaurusu,Tyrannosaurus[1],Chapter 323; Episode 230[1],Iceburg[1][2],Iceburg's pet[1][2],Alive,October 20th[3],,,Water 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK,UK（ユーケー）,Yū Kē,N/A,Chapter 1029,Kid Pirates[1],Pirate[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ubau,ウバウ,Ubau,N/A,Chapter 292; Episode 189[1],,God of Skypiea,Deceased,,,,,,,,,,,,Skypiea,,,,,,,,,,,,,,,,,,,,,
Ucy,ウーシー,Ūshī,"Moocy (VIZ Media, FUNimation dub);Usy (FUNimation simulcast);Bullcy (FUNimation subs)",Chapter 706; Episode 639[1],Corrida Colosseum,Gladiator[1],Alive,April 21st[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uhho,ウッホーくん,Uhhō-kun,Ook-Ook,Chapter 743; Episode 677[1],,,Alive,,,,Dressrosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uholisia,ウホリシア,Uhorishia,Ooklicia,Chapter 771; Episode 710 (mentioned)[1],Niho Navy,,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukkari,ウッカリー,Ukkarī,Carelesso,Chapter 4; Episode 2[1],Marines (Marine 153rd Branch)[1],Marine Seaman Recruit,Alive,February 17th[2],,,Shells Town[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukon,右近,Ukon,N/A,Chapter 926; Episode 918[1],Kozuki Family[1]; Ninja-Pirate-Mink-Samurai Alliance,Samurai[2],Alive,,,,Wano Country (Flower Capital)[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulti,うるティ,Uruti,Ulti,Chapter 977; Episode 982[1],Beasts Pirates (Tobiroppo),Shinuchi,Alive,January 4th[2],,,,,22[3],"173 cm (5'8"")[3]",XF[2],,,,Grand Line[2],,,,,,,,,,,,,,,,,,,,,
Ultraking,ウルトラキング,Urutorakingu,Ultra King[1],Chapter 169; Episode 106[2],Rain Dinners[2],Assistant-Manager,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umit,ウミット,Umitto,Umit,Chapter 860; Episode 828[1],Underworld[2],"Shipping Magnate (海運王, Kaiun-ō?, Viz: ""Shipping King""); Emperor of the Underworld[2]",Alive,September 23rd[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unforgivable Mask,ユルスマジマスク,Yurusumaji Masuku,Yurusumaji Mask,One Piece Color Walk 2[1],Easter egg,Pandaman's rival,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uni,ウニ,Uni,Uni,Chapter 810; Episode 757[1],Heart Pirates[2],Pirate[2],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unigaro,ユニガロ,Yunigaro,N/A,Chapter 445; Episode 340[1],Thriller Bark Pirates[1],Wild Zombie,Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urashima,浦島,Urashima,Urashima,Chapter 913; Episode 899[1],,Sumo Wrestler[1],Alive,,,,"Flower Capital, Wano Country[1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urouge,ウルージ,Urūji,Urouge,Chapter 498; Episode 392[1],Fallen Monk Pirates[1],Pirate; Captain[1],Alive,August 1st[3][4],,,,,45 (debut)[2]47 (after timeskip),"388 cm (12'9"") (debut, after timeskip)[2]",S[5],,,,,,,,,,,,,,,,,,,,,,,,,
Usagihebi,うさぎヘビ,Usagihebi,N/A,Chapter 22; Episode 18[1],Animals of the Island of Rare Animals,,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usakkov,ウサッコフ,Usakkofu,Bunkov[1],Chapter 537; Episode 438[2],Newkama Land (former),"Dancer, Prisoner of the Great Prison (former)",Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usopp,ウソップ,Usoppu,Usopp,Chapter 23; Episode 8[1],Straw Hat Pirates;Straw Hat Grand Fleet;Usopp Pirates (disbanded);Ninja-Pirate-Mink-Samurai Alliance (disbanded),Sniper; Pirate; one of the Nine Senior Officers;[2] Captain (former); Toad Oil Salesman (temporary)[3],Alive,April 1st (April Fool's Day)[12],,,"Syrup Village (former)Boin Archipelago (former, temporary)",,17 (debut)[10]19 (after timeskip)[11][4],"174 cm (5'8½"") (debut)[13]176 cm (5'9¼"") (after timeskip)[4]",S[14],,,,East Blue (Gecko Islands)[4],"""Sogeking"" (そげキング, Sogekingu?)[5] (former)""Uso-hachi""[6] (ウソ八, Usohachi?, English versions: Usohachi)[7]",,,,,,,,,,,,,,,,,,,,
Uta,ウタ,Uta,Uta,Chapter 1055 (flashback);[1] One Piece Film: Red;[2] Episode 1029[3],Red Hair Pirates (former),Singer;[2] Musician (former);[4] Pirate (former)[4],Unknown,October 1st[5],,,,,21[4],169 cm (5'6½”)[5],XF[5],,,,,,,,,,,,,,,,,,,,,,,,,
Uwattsura,ウワッツラー,Uwattsurā,N/A,Chapter 936; Episode 932[1],Beasts Pirates[1],Waiter; Prisoner Mine Chief Guard[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzu,ウズ,Uzu,Uzu,Chapter 658; Episode 583[1],,,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzuki Tempura,雨月天ぷら,Uzuki Tenpura,N/A,Chapter 1024[1],,Samurai; Daimyo of Udon[2],Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Augur,ヴァン･オーガー,Van Ōgā,"Van Ogre (Viz, Edited FUNimation), Van Auger (Uncut FUNimation)",Chapter 222; Episode 146[1],Blackbeard Pirates[2],Pirate; Sniper[2],Alive,October 5th[4],,,,,25 (debut)27 (after timeskip)[3],"340 cm (11'2"")[3]",X[3],,,,East Blue[3],,,,,,,,,,,,,,,,,,,,,
Vander Decken,バンダー・デッケン,Bandā Dekken,Vander Decken,,Flying Dutchman[1],Pirate; Captain[1],Deceased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vander Decken IX,バンダー・デッケン九世,Bandā Dekken Kyūsei,Vander Decken IX,Chapter 606; Episode 525[1],Flying Pirates;[2] Ally of the New Fish-Man Pirates (former),Pirate; Captain[2],Alive,August 22nd[4],,,,,35[3],"352 cm (11'7"")[3]",XF[3],,,,Grand Line (Ryugu Kingdom)[3],,,,,,,,,,,,,,,,,,,,,
Vasco Shot,バスコ・ショット,Basuko Shotto,Vasco Shot,Chapter 575; Episode 484[1],Blackbeard Pirates;[1][2] Impel Down[3] (former),Pirate; one of the Ten Titanic Captains; Captain of the Eighth Ship;[4] Prisoner of the Great Prison[3] (former),Alive,August 5th[5],,,,,36 (debut)38 (after timeskip)[4],"573 cm (18'10"")[4]",X[4],,,,South Blue[4],,,,,,,,,,,,,,,,,,,,,
Vegapunk,ベガパンク,Begapanku,Vegapunk,Chapter 684; Episode 377 (shadowed)[1],Marines[1],Scientist[1],Alive,August 9th[4],,,Egghead;[3] Punk Hazard (former),,,,,,,,Grand Line (Karakuri Island)[2],,,,,,,,,,,,,,,,,,,,,
Vergo,ヴェルゴ,Verugo,Vergo,Chapter 671; Episode 597[1],Donquixote Pirates;[2] Marines[3] (undercover);[2] Marine G-5[3] (undercover)[2],"Pirate[2] Elite Officer;[4] Vice Admiral[3] (undercover);[2] Head of G-5 (undercover);[3] Marine Captain (undercover, former)[5]",Deceased,July 5th[9],,,G-5 (former),,,"247 cm (8'1"")[10]",X[10],,,,North Blue[10],"Corazon (コラソン, Korason?) (former)[6]",,,,,,,,41[8],,,,,,,,,,,,
Very Good,ベリーグッド,Berīguddo,Berry Good,Chapter 426; Episode 309[1],Marines[1],Marine Captain,Alive,September 10th[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria Cindry,ビクトリア･シンドリー,Bikutoria Shindorī,Victoria Cindry,Chapter 446; Episode 340[1],Thriller Bark Pirates; Dr. Hogback[2],Actress (in life);[3] Soldier Zombie,Deceased,May 4th[4],,,,,,"188 cm (6'2"")[4]",F[4],,,,West Blue[4],,,,,,,,,24[4],,,,,,,,,,,,
Vinsmoke Ichiji,ヴィンスモーク・イチジ,Vinsumōku Ichiji,Vinsmoke Ichiji,Chapter 828; Episode 787[1],Vinsmoke Family; Germa Kingdom; Germa 66[1][2],Prince;[2] Mercenary,Alive,March 2nd[5][6],,,,,21[5][6],"186 cm (6'1½"")[6]",S (RH-)[6],,,,North Blue (Germa Kingdom)[3],,,,,,,,,,,,,,,,,,,,,
Vinsmoke Judge,ヴィンスモーク・ジャッジ,Vinsumōku Jajji,Vinsmoke Judge,Chapter 832; Episode 793[1],Vinsmoke Family; Germa Kingdom; Germa 66;[1] MADS (former),King of the Germa Kingdom; Supreme Commander of Germa 66;[1] Scientist;[2] Mercenary,Alive,May 12th[5],,,,,56[3],"272 cm (8'11"")[3]",S[3],,,,North Blue (Germa Kingdom)[3],,,,,,,,,,,,,,,,,,,,,
Vinsmoke Niji,ヴィンスモーク・ニジ,Vinsumōku Niji,Vinsmoke Niji,Chapter 828; Episode 787[1],Vinsmoke Family; Germa Kingdom; Germa 66[2],Prince;[2] Mercenary,Alive,March 2nd[6][7],,,,,21[6][7],"185 cm (6'1½"")[7]",S (RH-)[7],,,,North Blue (Germa Kingdom)[3],,,,,,,,,,,,,,,,,,,,,
Vinsmoke Reiju,ヴィンスモーク・レイジュ,Vinsumōku Reiju,Vinsmoke Reiju,Chapter 826; Episode 784[1],Vinsmoke Family; Germa Kingdom; Germa 66[1],Princess; Mercenary,Alive,November 30th[4],,,,,24[3],"173 cm (5'8½"")[3]",F[3],,,,North Blue (Germa Kingdom)[2],,,,,,,,,,,,,,,,,,,,,
Vinsmoke Sora,ヴィンスモーク・ソラ,Vinsumōku Sora,Vinsmoke Sora,"Chapter 841[1]; Episode 803 (image), Episode 804",Vinsmoke Family; Germa Kingdom[1],Queen[1],Deceased,July 9th[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinsmoke Yonji,ヴィンスモーク・ヨンジ,Vinsumōku Yonji,Vinsmoke Yonji,Chapter 825; Episode 783[1],Vinsmoke Family; Germa Kingdom; Germa 66[2],Prince; Mercenary[2],Alive,March 2nd[4][5],,,,,21[4][5],"194 cm (6'4½"")[5]",S (RH-)[5],,,,North Blue (Germa Kingdom)[3],,,,,,,,,,,,,,,,,,,,,
Viola,ヴィオラ,Viora,Viola,Chapter 703; Episode 632[1],Riku Family[1]; Donquixote Pirates[2](defected),Princess of Dressrosa; Pirate Officer (former);[2] Assassin (former);[2] Dancer;[1],Alive,April 30th[5][6],,,,,29[4],"178 cm (5'10"")[3]",X[3],,,,Grand Line (Dressrosa)[3],"Violet (ヴァイオレット, Vaioretto?)[1]",,,,,,,,,,,,,,,,,,,,
Vista,ビスタ,Bisuta,Vista,Chapter 552;[1] Episode 0[2],Whitebeard Pirates[1] (former),5th Division Commander (former); Pirate[1],Alive,February 5th[4],,,,,45 (debut)47 (after timeskip)[3],"328 cm (10'9"")[3]",X[3],,,,North Blue[3],,,,,,,,,,,,,,,,,,,,,
Vitan,ヴィタン,Vitan,N/A,Chapter 553[1],Whitebeard Pirates[1],Pirate; Captain[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vito,ヴィト,Vito,Vito,Chapter 812; Episode 763[1],Fire Tank Pirates[2],"Pirate, Advisor[2]; Mafia gangster (former)",Alive,October 21st[4],,,,,36[3],"242 cm (7'11"")[3]",S[3],,,,West Blue[3],,,,,,,,,,,,,,,,,,,,,
Wadatsumi,ワダツミ,Wadatsumi,Wadatsumi,Chapter 606; Episode 525[1],Sun Pirates;[2] Flying Pirates (former)[1],Pirate[1],Alive,February 9th (Pufferfish Day)[4],,,,,25[3],"80 m (262'5"")[3]",F[3],,,,Grand Line (Ryugu Kingdom)[3],,,,,,,,,,,,,,,,,,,,,
Wakasa,わかさ,Wakasa,N/A,Chapter 915; Episode 901[1],,Restaurant Owner,Alive,,,,Wano Country (Bakura Town),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallace,ウォレス,Woresu,Wallace,Chapter 552; Episode 461[1],Spade Pirates[1],Pirate[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallem,ウォレム,Woremu,Wallem,Chapter 561; Episode 470[1],Ally of the Whitebeard Pirates[1],Pirate; Captain[1],Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
